VelHandsCorrelation,AccHandsCorrelation,JerkHandsCorrelation,VelFeetCorrelation,AccFeetCorrelation,JerkFeetCorrelation,skew_Nose,skew_hands,skew_feet,Area_Nose,Area_Hands,Area_Feet,AreaStd_Nose,AreaStd_Hands,AreaStd_Feet,Periodicity_Nose,Periodicity_Hands,Periodicity_Feet,Labels
0.0372403904847329,0.0852990757873591,0.113690599742671,0.211418820233074,0.111578496572209,0.087972828079326,7.89165858348546,18.6207520583682,6.93188890682696,0.717995526206888,40.981946060359,20.9484257774842,0.251165167007185,8.57490007566723,4.12982100208184,0.0021174805324179,0.00711981596964185,0.00462831967505384,NEG
0.0962016802387427,0.0209842014064068,0.0120914575161109,0.265723154321546,0.144308357594103,0.120248026947478,6.77272405118809,21.6136277385495,10.3071039515955,1.42989094087449,30.0303731810116,28.315526127415,0.551656125995631,7.07970247901248,6.39821786411695,0.000796723590711832,0.00478341949179762,0.00547381199804263,NEG
0.0902063246304615,0.103018768927312,0.104353118331908,0.127498074142704,0.125664855463118,0.120057206400416,8.04818116880291,11.87576078665,35.3281280449665,0.740009051880821,16.1588727821519,36.8024287291538,0.177239543557385,3.91715350782894,6.53654275591912,0.00109336572490415,0.00392199901320559,0.00446152259621434,NEG
0.468841647338014,0.19628091683289,0.117134583722358,0.0397741248338667,0.14147387328891,0.149220519473965,4.54995935470301,29.1148650570775,22.7753706908447,0.248276236444501,12.8111534885365,57.7143726463188,0.0595851358546363,3.89462717476329,20.4860038171619,0.00135981104462321,0.00655349981462879,0.00462349394597838,NEG
0.160416624053539,0.156835482960277,0.144307348661363,0.163735088014049,0.15365583898229,0.137184437687372,7.26598087395053,4.05375812092295,5.06495875200969,0.359121542693579,25.7161446555285,23.9963314844741,0.164941704678416,9.06580381465391,7.64270240703773,0.00133856026078126,0.0065812951690553,0.00460505087909895,NEG
0.146480634320598,0.132210034403763,0.0983813427550592,0.177905374050997,0.180557036038535,0.230672513254556,27.3676217084119,10.1383562536953,47.6713204925845,0.48528387011616,21.3962818020163,27.4920281607522,0.164016473305763,4.87973010367975,4.45500172766929,0.0023007797865969,0.00574080744137138,0.0044415147745763,NEG
0.0805522270169149,0.0330035434852492,0.0335484999307,0.330546474689626,0.119734228024363,0.0939088753789479,11.3024986312789,23.4019828850936,12.3806711854145,0.252012262462294,29.9862729625051,32.9573771618588,0.0744308835228703,4.66554398896747,3.8846124473328,0.00884780650846165,0.00532179079054553,0.00609047803611382,NEG
0.0400039477955251,0.0378589808081165,0.047259694060816,0.139635695849766,0.162193041828931,0.193045756573633,6.0905172278593,5.36608743083032,4.41439397011412,0.369029110639028,15.6177788145683,31.2134498666191,0.0776677854641503,5.79912176291445,8.61063601432917,0.00065947165176323,0.00927779067670788,0.00581896150738127,NEG
0.121029469765097,0.077347255898841,0.0974116425236728,0.445020856177157,0.337702315705421,0.353562538187186,26.9775861907426,7.25071222435628,5.56930183336081,1.23391191606116,17.4272749490205,34.2161026297313,0.0452404639206384,2.51138449785232,4.65435765945613,0.00160844829236112,0.00628816150677809,0.00478649982454813,NEG
0.286365288025976,0.281985450620885,0.269259569193777,0.296630212523005,0.312602794489434,0.293486157093572,9.89995247967231,5.94234991487293,5.41247025553847,0.221522108364723,17.5821657139963,6.99097951996303,0.0205928932021732,1.06369576321328,0.398112038940345,0.00196753395222798,0.00698699060978063,0.00443940691944177,NEG
0.151093277823624,0.0910490884215469,0.0815318508697018,0.372235363260495,0.279977330893538,0.257016852069683,9.29042805445416,8.79255955880404,7.56662745760511,0.549925645246076,12.0100723177228,18.8842689550973,0.0123713420500886,1.26342812864872,1.39092386966643,0.00190268079262169,0.00608676821540443,0.0052338383344968,NEG
0.203928210022792,0.2017436411117,0.188098010803946,0.449604105769172,0.240175137851822,0.214106035798846,8.82798724276677,8.17794786490283,8.67505468785353,0.405826764509312,14.4799629030095,25.4057120234932,0.0185711989611474,0.655274237191946,1.68617943323326,0.00419457080284818,0.00468579535588893,0.00339000978362834,NEG
